"DATEOFDATA"	"SOURCESYSTEM"	"ACCOUNTID"	"COLLATERALID"	"SECURITYCODE"	"SECURITYVALUE"	"VALUATIONDATE"	"SECURITYCHARGESTATUS"	"VALUATIONEXPIRYDATE"	"CUSTOMERID"	"CARATVALUE"	"GOLDWEIGHTNETGMS"	"SECURITY_ID"	"CHARGE_TYPE_CODE"	"VALUATION_SOURCE"	"COLLATERAL_TYPE"
"2024-06-02"	"MIFIN"	"RB00024765"	""	""	72404.28	""	""	""	"AP00008272"	21	14.04	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024914"	""	""	68459.34	""	""	""	"AP00008484"	20	13.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024937"	""	""	81632.88	""	""	""	"AP00008504"	22	15.12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025289"	""	""	40466.64	""	""	""	"AP00008799"	20	8.24	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024884"	""	""	24849.66	""	""	""	"AP00008457"	20	5.06	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026412"	""	""	118778	""	""	""	"AP00008287"	22	22	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024816"	""	""	24753.6	""	""	""	"AP00008402"	21	4.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024589"	""	""	40186.44	""	""	""	"AP00008228"	19	8.62	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025703"	""	""	154951.3	""	""	""	"AP00007877"	22	28.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025173"	""	""	51776.41	""	""	""	"AP00008702"	22	9.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025825"	""	""	51290.5	""	""	""	"AP00008548"	22	9.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024859"	""	""	118778	""	""	""	"AP00008438"	22	22	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024695"	""	""	10303.02	""	""	""	"AP00008309"	19	2.21	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025307"	""	""	44297.22	""	""	""	"AP00008814"	20	9.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025458"	""	""	52802.22	""	""	""	"AP00008266"	22	9.78	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024886"	""	""	21056.1	""	""	""	"AP00008459"	22	3.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024854"	""	""	146312.9	""	""	""	"AP00008435"	22	27.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024814"	""	""	64032.14	""	""	""	"AP00008400"	22	11.86	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025000"	""	""	16736.9	""	""	""	"AP00008558"	22	3.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024959"	""	""	48913.56	""	""	""	"AP00008523"	20	9.96	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025185"	""	""	40512.78	""	""	""	"AP00008712"	19	8.69	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024827"	""	""	31818.69	""	""	""	"AP00008412"	21	6.17	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025438"	""	""	37470.93	""	""	""	"AP00008923"	20	7.63	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025218"	""	""	57949.8	""	""	""	"AP00008303"	20	11.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026352"	""	""	62628.4	""	""	""	"AP00008276"	22	11.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025279"	""	""	63600.22	""	""	""	"AP00008790"	22	11.78	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025025"	""	""	39072.8	""	""	""	"AP00008578"	18	8.84	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024883"	""	""	37260.6	""	""	""	"AP00008456"	18	8.43	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025230"	""	""	39250.73	""	""	""	"AP00008375"	22	7.27	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026112"	""	""	45330.03	""	""	""	"AP00008501"	21	8.79	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024685"	""	""	107764.04	""	""	""	"AP00008301"	22	19.96	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026120"	""	""	38332.9	""	""	""	"AP00008186"	22	7.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025126"	""	""	53450.1	""	""	""	"AP00008664"	22	9.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025692"	""	""	85844.1	""	""	""	"AP00009132"	22	15.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025175"	""	""	19644	""	""	""	"AP00008704"	20	4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025120"	""	""	18518.57	""	""	""	"AP00008658"	22	3.43	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024855"	""	""	48591	""	""	""	"AP00008436"	22	9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024810"	""	""	10804.2	""	""	""	"AP00008396"	20	2.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025772"	""	""	107980	""	""	""	"AP00008170"	22	20	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025117"	""	""	104113.2	""	""	""	"AP00008657"	20	21.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024903"	""	""	26610.12	""	""	""	"AP00008475"	21	5.16	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025847"	""	""	30234.4	""	""	""	"AP00008239"	22	5.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026416"	""	""	36907	""	""	""	"AP00008227"	18	8.35	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024583"	""	""	26887.02	""	""	""	"AP00008224"	22	4.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024598"	""	""	21559.29	""	""	""	"AP00008234"	20	4.39	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025035"	""	""	36173.3	""	""	""	"AP00008586"	22	6.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025216"	""	""	119999.88	""	""	""	"AP00008737"	19	25.74	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025404"	""	""	80823.03	""	""	""	"AP00008898"	22	14.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026332"	""	""	46413	""	""	""	"AP00008460"	21	9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025950"	""	""	57342.6	""	""	""	"AP00008144"	19	12.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024970"	""	""	113918.9	""	""	""	"AP00008532"	22	21.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025069"	""	""	20626.2	""	""	""	"AP00008614"	20	4.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024675"	""	""	103962.6	""	""	""	"AP00008294"	19	22.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024778"	""	""	105820.4	""	""	""	"AP00008200"	22	19.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024768"	""	""	29367.78	""	""	""	"AP00008361"	20	5.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025756"	""	""	101609.18	""	""	""	"AP00008176"	22	18.82	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025348"	""	""	6826.29	""	""	""	"AP00008848"	20	1.39	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024639"	""	""	49011.78	""	""	""	"AP00008268"	20	9.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025416"	""	""	51415.29	""	""	""	"AP00008908"	21	9.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024856"	""	""	100561.5	""	""	""	"AP00008437"	21	19.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024690"	""	""	235674.9	""	""	""	"AP00008305"	21	45.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024928"	""	""	13821.44	""	""	""	"AP00008496"	22	2.56	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024937"	""	""	81848.84	""	""	""	"AP00008504"	22	15.16	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026070"	""	""	15518.76	""	""	""	"AP00008860"	20	3.16	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024884"	""	""	14361.34	""	""	""	"AP00008457"	22	2.66	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024976"	""	""	32634	""	""	""	"AP00008538"	19	7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024816"	""	""	66947.6	""	""	""	"AP00008402"	22	12.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024589"	""	""	49562.82	""	""	""	"AP00008228"	22	9.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025640"	""	""	334198.1	""	""	""	"AP00009091"	22	61.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025956"	""	""	120776.94	""	""	""	"AP00009352"	21	23.42	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025389"	""	""	8496.03	""	""	""	"AP00008885"	20	1.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025706"	""	""	164611.44	""	""	""	"AP00009142"	21	31.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025460"	""	""	56722.05	""	""	""	"AP00008938"	20	11.55	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025676"	""	""	38677.5	""	""	""	"AP00009120"	21	7.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026317"	""	""	1261917.9	""	""	""	"AP00009649"	21	244.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025686"	""	""	36734.28	""	""	""	"AP00009127"	20	7.48	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025834"	""	""	99341.6	""	""	""	"AP00009248"	22	18.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026413"	""	""	51270.84	""	""	""	"AP00009727"	20	10.44	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025725"	""	""	41154.18	""	""	""	"AP00009159"	20	8.38	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025729"	""	""	32310.2	""	""	""	"AP00009163"	18	7.31	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025947"	""	""	49650.21	""	""	""	"AP00009347"	20	10.11	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026083"	""	""	218348	""	""	""	"AP00009456"	18	49.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025136"	""	""	84116.42	""	""	""	"AP00008672"	22	15.58	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025429"	""	""	47342.04	""	""	""	"AP00008917"	20	9.64	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025743"	""	""	33473.8	""	""	""	"AP00009176"	22	6.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026419"	""	""	24133.53	""	""	""	"AP00009729"	22	4.47	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026058"	""	""	16412.96	""	""	""	"AP00009437"	22	3.04	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025784"	""	""	20473.29	""	""	""	"AP00009207"	21	3.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026173"	""	""	1375030.89	""	""	""	"AP00009530"	20	279.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025615"	""	""	107926.01	""	""	""	"AP00009068"	22	19.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026205"	""	""	9448.25	""	""	""	"AP00009555"	22	1.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025985"	""	""	110139.6	""	""	""	"AP00009380"	22	20.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026258"	""	""	85142.23	""	""	""	"AP00009600"	22	15.77	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025168"	""	""	10342.8	""	""	""	"AP00008698"	18	2.34	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025814"	""	""	97721.9	""	""	""	"AP00009232"	22	18.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026246"	""	""	18140.64	""	""	""	"AP00009589"	22	3.36	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025921"	""	""	123421.14	""	""	""	"AP00009324"	22	22.86	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026159"	""	""	10067.55	""	""	""	"AP00009519"	20	2.05	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024955"	""	""	196783.77	""	""	""	"AP00008520"	20	40.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026365"	""	""	211100.9	""	""	""	"AP00009684"	22	39.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024941"	""	""	32933.9	""	""	""	"AP00008508"	22	6.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025739"	""	""	232065	""	""	""	"AP00009173"	21	45	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026174"	""	""	10366.08	""	""	""	"AP00009531"	22	1.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026305"	""	""	226380.07	""	""	""	"AP00009639"	22	41.93	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025621"	""	""	50426.66	""	""	""	"AP00009074"	22	9.34	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025534"	""	""	45621.55	""	""	""	"AP00008994"	22	8.45	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025487"	""	""	20184.21	""	""	""	"AP00008961"	20	4.11	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026072"	""	""	26652.6	""	""	""	"AP00009447"	18	6.03	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026331"	""	""	28074.8	""	""	""	"AP00009662"	22	5.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025584"	""	""	22011.6	""	""	""	"AP00009039"	18	4.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025804"	""	""	5967.36	""	""	""	"AP00009223"	19	1.28	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026267"	""	""	59227.03	""	""	""	"AP00009607"	22	10.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025982"	""	""	42652.1	""	""	""	"AP00009378"	22	7.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026341"	""	""	94482.5	""	""	""	"AP00009667"	22	17.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026333"	""	""	24781.41	""	""	""	"AP00009654"	22	4.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025309"	""	""	87565.86	""	""	""	"AP00008816"	21	16.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025265"	""	""	449304.78	""	""	""	"AP00008779"	22	83.22	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026272"	""	""	100475.39	""	""	""	"AP00009612"	22	18.61	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025995"	""	""	12820.5	""	""	""	"AP00009389"	19	2.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025656"	""	""	57013.44	""	""	""	"AP00009103"	22	10.56	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025637"	""	""	235728	""	""	""	"AP00009088"	20	48	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025744"	""	""	228917.6	""	""	""	"AP00009177"	22	42.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026339"	""	""	107980	""	""	""	"AP00008603"	22	20	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026154"	""	""	36832.5	""	""	""	"AP00009514"	20	7.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025711"	""	""	48429.03	""	""	""	"AP00009147"	22	8.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025956"	""	""	26725.05	""	""	""	"AP00009352"	22	4.95	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025389"	""	""	6085.26	""	""	""	"AP00008885"	21	1.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025706"	""	""	261563.04	""	""	""	"AP00009142"	21	50.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025476"	""	""	215798.03	""	""	""	"AP00008950"	22	39.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025676"	""	""	49455.63	""	""	""	"AP00009120"	21	9.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025723"	""	""	46293.66	""	""	""	"AP00009157"	19	9.93	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025931"	""	""	49076.91	""	""	""	"AP00009333"	22	9.09	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025767"	""	""	45181.2	""	""	""	"AP00009196"	20	9.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025729"	""	""	14361.34	""	""	""	"AP00009163"	22	2.66	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025947"	""	""	60159.75	""	""	""	"AP00009347"	20	12.25	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026113"	""	""	23485.65	""	""	""	"AP00009479"	22	4.35	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025678"	""	""	79095.35	""	""	""	"AP00008805"	22	14.65	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025429"	""	""	99014.4	""	""	""	"AP00008917"	21	19.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026009"	""	""	108195.96	""	""	""	"AP00009398"	22	20.04	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026419"	""	""	32933.9	""	""	""	"AP00009729"	22	6.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026058"	""	""	20516.2	""	""	""	"AP00009437"	22	3.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025784"	""	""	27534.9	""	""	""	"AP00009207"	22	5.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026173"	""	""	210561	""	""	""	"AP00009530"	22	39	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025661"	""	""	36390.51	""	""	""	"AP00009107"	20	7.41	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026217"	""	""	16663.4	""	""	""	"AP00009566"	18	3.77	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025985"	""	""	123637.1	""	""	""	"AP00009380"	22	22.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026294"	""	""	124986.85	""	""	""	"AP00009630"	22	23.15	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025168"	""	""	52596.81	""	""	""	"AP00008698"	20	10.71	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025814"	""	""	204190.18	""	""	""	"AP00009232"	22	37.82	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026249"	""	""	46701.35	""	""	""	"AP00009592"	22	8.65	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026344"	""	""	15076.77	""	""	""	"AP00009670"	20	3.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026159"	""	""	14143.68	""	""	""	"AP00009519"	20	2.88	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024955"	""	""	111184.92	""	""	""	"AP00008520"	21	21.56	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00024991"	""	""	50337.75	""	""	""	"AP00008552"	20	10.25	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025892"	""	""	19751.31	""	""	""	"AP00009296"	21	3.83	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026290"	""	""	12022.4	""	""	""	"AP00009626"	18	2.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026305"	""	""	312170.18	""	""	""	"AP00009639"	22	57.82	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025621"	""	""	327665.31	""	""	""	"AP00009074"	22	60.69	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025688"	""	""	63736.4	""	""	""	"AP00009128"	18	14.42	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025487"	""	""	20527.98	""	""	""	"AP00008961"	20	4.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026072"	""	""	29394.9	""	""	""	"AP00009447"	21	5.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026331"	""	""	86060.06	""	""	""	"AP00009662"	22	15.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025584"	""	""	13473.18	""	""	""	"AP00009039"	19	2.89	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025804"	""	""	34377	""	""	""	"AP00009223"	20	7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026353"	""	""	347371.66	""	""	""	"AP00009674"	22	64.34	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026098"	""	""	36923.04	""	""	""	"AP00009467"	19	7.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026325"	""	""	37955.52	""	""	""	"AP00009657"	21	7.36	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025385"	""	""	52910.2	""	""	""	"AP00008882"	22	9.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025276"	""	""	85304.2	""	""	""	"AP00008787"	22	15.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026272"	""	""	143181.48	""	""	""	"AP00009612"	22	26.52	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025995"	""	""	26919.54	""	""	""	"AP00009389"	21	5.22	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025730"	""	""	39708.9	""	""	""	"AP00009164"	21	7.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025637"	""	""	16502.4	""	""	""	"AP00009088"	21	3.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025817"	""	""	28680.24	""	""	""	"AP00009234"	20	5.84	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026236"	""	""	41032.4	""	""	""	"AP00008724"	22	7.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026178"	""	""	105226.51	""	""	""	"AP00009533"	22	19.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025832"	""	""	57913.11	""	""	""	"AP00009246"	21	11.23	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025956"	""	""	62142.49	""	""	""	"AP00009352"	22	11.51	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025389"	""	""	14439.6	""	""	""	"AP00008885"	21	2.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025706"	""	""	28668.69	""	""	""	"AP00009142"	22	5.31	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025671"	""	""	43757.01	""	""	""	"AP00009116"	20	8.91	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025936"	""	""	17249.4	""	""	""	"AP00009337"	19	3.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025723"	""	""	20473.29	""	""	""	"AP00009157"	21	3.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026050"	""	""	38895.12	""	""	""	"AP00009430"	20	7.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025816"	""	""	41734.27	""	""	""	"AP00009233"	22	7.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025731"	""	""	118454.06	""	""	""	"AP00009165"	22	21.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025947"	""	""	57445.36	""	""	""	"AP00009347"	22	10.64	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026113"	""	""	41788.26	""	""	""	"AP00009479"	22	7.74	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025566"	""	""	34861.32	""	""	""	"AP00009023"	21	6.76	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025484"	""	""	71062.17	""	""	""	"AP00008958"	20	14.47	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026055"	""	""	37793	""	""	""	"AP00009434"	22	7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026220"	""	""	64487.8	""	""	""	"AP00009569"	18	14.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025811"	""	""	20135.1	""	""	""	"AP00009229"	20	4.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026173"	""	""	550644.01	""	""	""	"AP00009530"	22	101.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025661"	""	""	60159.75	""	""	""	"AP00009107"	20	12.25	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026217"	""	""	58135.14	""	""	""	"AP00009566"	19	12.47	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025985"	""	""	131195.7	""	""	""	"AP00009380"	22	24.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026342"	""	""	14541.8	""	""	""	"AP00009668"	18	3.29	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025253"	""	""	18518.57	""	""	""	"AP00008764"	22	3.43	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025814"	""	""	213800.4	""	""	""	"AP00009232"	22	39.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026249"	""	""	53288.13	""	""	""	"AP00009592"	22	9.87	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026344"	""	""	55199.64	""	""	""	"AP00009670"	20	11.24	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026159"	""	""	32461.71	""	""	""	"AP00009519"	20	6.61	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025134"	""	""	52370.3	""	""	""	"AP00008671"	22	9.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025194"	""	""	84960.3	""	""	""	"AP00008721"	20	17.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025892"	""	""	30374.73	""	""	""	"AP00009296"	21	5.89	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026290"	""	""	20792.52	""	""	""	"AP00009626"	19	4.46	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026318"	""	""	150686.09	""	""	""	"AP00009650"	22	27.91	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025624"	""	""	240639	""	""	""	"AP00009077"	20	49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025951"	""	""	161970	""	""	""	"AP00009349"	22	30	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025518"	""	""	53990	""	""	""	"AP00008982"	22	10	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026101"	""	""	53126.16	""	""	""	"AP00009470"	22	9.84	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026331"	""	""	443149.92	""	""	""	"AP00009662"	22	82.08	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025584"	""	""	8250.48	""	""	""	"AP00009039"	20	1.68	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025933"	""	""	38440.88	""	""	""	"AP00009335"	22	7.12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026400"	""	""	49507.2	""	""	""	"AP00009718"	21	9.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026111"	""	""	10460.43	""	""	""	"AP00009478"	20	2.13	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025385"	""	""	80661.06	""	""	""	"AP00008882"	22	14.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025315"	""	""	77561.28	""	""	""	"AP00008822"	21	15.04	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026371"	""	""	228042.54	""	""	""	"AP00009690"	21	44.22	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026117"	""	""	36550.08	""	""	""	"AP00009482"	19	7.84	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025808"	""	""	11492	""	""	""	"AP00009227"	18	2.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025637"	""	""	87669	""	""	""	"AP00009088"	21	17	""	""	""	""
